county,candidate,party,office,district,votes
Auglaize,John Mccain,R,President,4,1365
Wyandot,John Mccain,R,President,4,1298
Richland,John Mccain,R,President,4,4629
Morrow,John Mccain,R,President,4,1644
Marion,John Mccain,R,President,4,2968
Logan,John Mccain,R,President,4,1074
Knox,John Mccain,R,President,4,1435
Hardin,John Mccain,R,President,4,1358
Hancock,John Mccain,R,President,4,4135
Crawford,John Mccain,R,President,4,1914
Allen,Steve Forbes,R,President,4,225
Auglaize,Steve Forbes,R,President,4,81
Wyandot,Steve Forbes,R,President,4,57
Richland,Steve Forbes,R,President,4,183
Morrow,Steve Forbes,R,President,4,61
Marion,Steve Forbes,R,President,4,120
Logan,Steve Forbes,R,President,4,49
Knox,Steve Forbes,R,President,4,58
Hardin,Steve Forbes,R,President,4,121
Hancock,Steve Forbes,R,President,4,157
Crawford,Steve Forbes,R,President,4,90
Defiance,Alan Keyes,R,President,5,216
Wood,Alan Keyes,R,President,5,382
Williams,Alan Keyes,R,President,5,291
Van Wert,Alan Keyes,R,President,5,248
Seneca,Alan Keyes,R,President,5,395
Sandusky,Alan Keyes,R,President,5,298
Putnam,Alan Keyes,R,President,5,348
Paulding,Alan Keyes,R,President,5,124
Ottawa,Alan Keyes,R,President,5,122
Mercer,Alan Keyes,R,President,5,40
Lorain,Alan Keyes,R,President,5,214
Huron,Alan Keyes,R,President,5,305
Henry,Alan Keyes,R,President,5,169
Erie,Alan Keyes,R,President,5,608
Defiance,Gary Bauer,R,President,5,33
Erie,Gary Bauer,R,President,5,83
Huron,Gary Bauer,R,President,5,83
Mercer,Gary Bauer,R,President,5,20
Wood,Gary Bauer,R,President,5,72
Williams,Gary Bauer,R,President,5,94
Van Wert,Gary Bauer,R,President,5,72
Seneca,Gary Bauer,R,President,5,65
Sandusky,Gary Bauer,R,President,5,47
Putnam,Gary Bauer,R,President,5,52
Paulding,Gary Bauer,R,President,5,39
Ottawa,Gary Bauer,R,President,5,14
Lorain,Gary Bauer,R,President,5,49
Henry,Gary Bauer,R,President,5,26
Defiance,George Bush,R,President,5,3337
Henry,George Bush,R,President,5,2886
Wood,George Bush,R,President,5,6710
Williams,George Bush,R,President,5,4563
Van Wert,George Bush,R,President,5,3830
Seneca,George Bush,R,President,5,4838
Sandusky,George Bush,R,President,5,4992
Putnam,George Bush,R,President,5,4425
Paulding,George Bush,R,President,5,1735
Ottawa,George Bush,R,President,5,1792
Mercer,George Bush,R,President,5,618
Lorain,George Bush,R,President,5,2795
Huron,George Bush,R,President,5,3631
Erie,George Bush,R,President,5,5666
Defiance,John Mccain,R,President,5,1794
Wood,John Mccain,R,President,5,3885
Williams,John Mccain,R,President,5,2973
Van Wert,John Mccain,R,President,5,1647
Seneca,John Mccain,R,President,5,2710
Sandusky,John Mccain,R,President,5,3066
Putnam,John Mccain,R,President,5,1367
Paulding,John Mccain,R,President,5,748
Ottawa,John Mccain,R,President,5,1184
Mercer,John Mccain,R,President,5,256
Lorain,John Mccain,R,President,5,1871
Huron,John Mccain,R,President,5,2115
Henry,John Mccain,R,President,5,1514
Erie,John Mccain,R,President,5,4058
Defiance,Steve Forbes,R,President,5,50
Erie,Steve Forbes,R,President,5,137
Wood,Steve Forbes,R,President,5,115
Williams,Steve Forbes,R,President,5,153
Van Wert,Steve Forbes,R,President,5,90
Seneca,Steve Forbes,R,President,5,164
Sandusky,Steve Forbes,R,President,5,72
Putnam,Steve Forbes,R,President,5,98
Paulding,Steve Forbes,R,President,5,38
Ottawa,Steve Forbes,R,President,5,30
Mercer,Steve Forbes,R,President,5,20
Lorain,Steve Forbes,R,President,5,51
Huron,Steve Forbes,R,President,5,62
Henry,Steve Forbes,R,President,5,57
Athens,Alan Keyes,R,President,6,241
Clinton,Alan Keyes,R,President,6,253
Gallia,Alan Keyes,R,President,6,171
Washington,Alan Keyes,R,President,6,406
Warren,Alan Keyes,R,President,6,468
Vinton,Alan Keyes,R,President,6,57
Scioto,Alan Keyes,R,President,6,309
Ross,Alan Keyes,R,President,6,182
Pike,Alan Keyes,R,President,6,78
Meigs,Alan Keyes,R,President,6,138
Lawrence,Alan Keyes,R,President,6,266
Jackson,Alan Keyes,R,President,6,143
Hocking,Alan Keyes,R,President,6,141
Highland,Alan Keyes,R,President,6,210
Athens,Gary Bauer,R,President,6,26
Clinton,Gary Bauer,R,President,6,44
Gallia,Gary Bauer,R,President,6,44
Highland,Gary Bauer,R,President,6,33
Jackson,Gary Bauer,R,President,6,57
Washington,Gary Bauer,R,President,6,31
Warren,Gary Bauer,R,President,6,77
Vinton,Gary Bauer,R,President,6,24
Scioto,Gary Bauer,R,President,6,82
Ross,Gary Bauer,R,President,6,37
Pike,Gary Bauer,R,President,6,15
Meigs,Gary Bauer,R,President,6,57
Lawrence,Gary Bauer,R,President,6,61
Hocking,Gary Bauer,R,President,6,24
Athens,George Bush,R,President,6,2702
Clinton,George Bush,R,President,6,3971
Ross,George Bush,R,President,6,2564
Washington,George Bush,R,President,6,6328
Warren,George Bush,R,President,6,8038
Vinton,George Bush,R,President,6,1163
Scioto,George Bush,R,President,6,4725
Pike,George Bush,R,President,6,1304
Meigs,George Bush,R,President,6,2805
Lawrence,George Bush,R,President,6,4806
Hocking,George Bush,R,President,6,1651
Jackson,George Bush,R,President,6,3642
Highland,George Bush,R,President,6,3573
Gallia,George Bush,R,President,6,3175
Athens,John Mccain,R,President,6,1925
Washington,John Mccain,R,President,6,3212
Warren,John Mccain,R,President,6,4739
Vinton,John Mccain,R,President,6,611
Scioto,John Mccain,R,President,6,2239
Ross,John Mccain,R,President,6,1506
Pike,John Mccain,R,President,6,589
Meigs,John Mccain,R,President,6,1515
Lawrence,John Mccain,R,President,6,2090
Jackson,John Mccain,R,President,6,2478
Hocking,John Mccain,R,President,6,962
Highland,John Mccain,R,President,6,2150
Gallia,John Mccain,R,President,6,1403
Clinton,John Mccain,R,President,6,3014
Athens,Steve Forbes,R,President,6,51
Clinton,Steve Forbes,R,President,6,68
Washington,Steve Forbes,R,President,6,85
Warren,Steve Forbes,R,President,6,145
Vinton,Steve Forbes,R,President,6,26
Scioto,Steve Forbes,R,President,6,74
Ross,Steve Forbes,R,President,6,67
Pike,Steve Forbes,R,President,6,26
Meigs,Steve Forbes,R,President,6,76
Lawrence,Steve Forbes,R,President,6,88
Jackson,Steve Forbes,R,President,6,127
Hocking,Steve Forbes,R,President,6,23
Highland,Steve Forbes,R,President,6,82
Gallia,Steve Forbes,R,President,6,90
Champaign,Alan Keyes,R,President,7,300
Fairfield,Alan Keyes,R,President,7,914
Greene,Alan Keyes,R,President,7,1065
Union,Alan Keyes,R,President,7,283
Ross,Alan Keyes,R,President,7,151
Pickaway,Alan Keyes,R,President,7,207
Logan,Alan Keyes,R,President,7,140
Fayette,Alan Keyes,R,President,7,139
Clark,Alan Keyes,R,President,7,764
Champaign,Gary Bauer,R,President,7,71
Fairfield,Gary Bauer,R,President,7,187
Union,Gary Bauer,R,President,7,52
Ross,Gary Bauer,R,President,7,21
Pickaway,Gary Bauer,R,President,7,45
Logan,Gary Bauer,R,President,7,32
Greene,Gary Bauer,R,President,7,136
Fayette,Gary Bauer,R,President,7,19
Clark,Gary Bauer,R,President,7,148
Champaign,George Bush,R,President,7,4228
Union,George Bush,R,President,7,4827
Ross,George Bush,R,President,7,1687
Pickaway,George Bush,R,President,7,2972
Logan,George Bush,R,President,7,2234
Greene,George Bush,R,President,7,13745
Fayette,George Bush,R,President,7,2549
Fairfield,George Bush,R,President,7,14683
Clark,George Bush,R,President,7,10419
Champaign,John Mccain,R,President,7,2644
Union,John Mccain,R,President,7,2411
Fairfield,John Mccain,R,President,7,8593
Fayette,John Mccain,R,President,7,1597
Logan,John Mccain,R,President,7,1261
Ross,John Mccain,R,President,7,922
Pickaway,John Mccain,R,President,7,1493
Greene,John Mccain,R,President,7,9224
Clark,John Mccain,R,President,7,6741
Champaign,Steve Forbes,R,President,7,88
Union,Steve Forbes,R,President,7,76
Ross,Steve Forbes,R,President,7,47
Pickaway,Steve Forbes,R,President,7,64
Logan,Steve Forbes,R,President,7,66
Greene,Steve Forbes,R,President,7,177
Fayette,Steve Forbes,R,President,7,47
Fairfield,Steve Forbes,R,President,7,259
Clark,Steve Forbes,R,President,7,274
Butler,Alan Keyes,R,President,8,1597
Miami,Alan Keyes,R,President,8,820
Montgomery,Alan Keyes,R,President,8,22
Auglaize,Alan Keyes,R,President,8,109
Shelby,Alan Keyes,R,President,8,330
Preble,Alan Keyes,R,President,8,293
Darke,Alan Keyes,R,President,8,379
Mercer,Alan Keyes,R,President,8,236
Butler,Gary Bauer,R,President,8,275
Miami,Gary Bauer,R,President,8,111
Auglaize,Gary Bauer,R,President,8,21
Shelby,Gary Bauer,R,President,8,49
Preble,Gary Bauer,R,President,8,54
Montgomery,Gary Bauer,R,President,8,8
Mercer,Gary Bauer,R,President,8,48
Darke,Gary Bauer,R,President,8,85
Butler,George Bush,R,President,8,27754
Auglaize,George Bush,R,President,8,1313
Shelby,George Bush,R,President,8,4157
Preble,George Bush,R,President,8,4412
Montgomery,George Bush,R,President,8,329
Miami,George Bush,R,President,8,9863
Mercer,George Bush,R,President,8,3522
Darke,George Bush,R,President,8,5932
Butler,John Mccain,R,President,8,15818
Mercer,John Mccain,R,President,8,1755
Miami,John Mccain,R,President,8,6362
Preble,John Mccain,R,President,8,2585
Auglaize,John Mccain,R,President,8,683
Shelby,John Mccain,R,President,8,2166
Montgomery,John Mccain,R,President,8,205
Darke,John Mccain,R,President,8,3219
Butler,Steve Forbes,R,President,8,392
Auglaize,Steve Forbes,R,President,8,26
Shelby,Steve Forbes,R,President,8,64
Preble,Steve Forbes,R,President,8,101
Montgomery,Steve Forbes,R,President,8,4
Miami,Steve Forbes,R,President,8,161
Mercer,Steve Forbes,R,President,8,98
Darke,Steve Forbes,R,President,8,210
Fulton,Alan Keyes,R,President,9,289
Wood,Alan Keyes,R,President,9,206
Ottawa,Alan Keyes,R,President,9,68
Lucas,Alan Keyes,R,President,9,1587
Fulton,Gary Bauer,R,President,9,79
Wood,Gary Bauer,R,President,9,32
Ottawa,Gary Bauer,R,President,9,12
Lucas,Gary Bauer,R,President,9,267
Fulton,George Bush,R,President,9,4673
Wood,George Bush,R,President,9,3254
Ottawa,George Bush,R,President,9,1074
Lucas,George Bush,R,President,9,22687
Fulton,John Mccain,R,President,9,2443
Wood,John Mccain,R,President,9,1958
Ottawa,John Mccain,R,President,9,629
Lucas,John Mccain,R,President,9,13510
Fulton,Steve Forbes,R,President,9,77
Wood,Steve Forbes,R,President,9,49
Lucas,Steve Forbes,R,President,9,429
Ottawa,Steve Forbes,R,President,9,22
Cuyahoga,Alan Keyes,R,President,10,2571
Cuyahoga,Gary Bauer,R,President,10,272
Cuyahoga,George Bush,R,President,10,28429
Cuyahoga,John Mccain,R,President,10,25912
Cuyahoga,Steve Forbes,R,President,10,394
Cuyahoga,Alan Keyes,R,President,11,1222
Cuyahoga,Gary Bauer,R,President,11,139
Cuyahoga,George Bush,R,President,11,8660
Cuyahoga,John Mccain,R,President,11,10022
Cuyahoga,Steve Forbes,R,President,11,214
Delaware,Alan Keyes,R,President,12,853
Franklin,Alan Keyes,R,President,12,2019
Licking,Alan Keyes,R,President,12,646
Delaware,Gary Bauer,R,President,12,113
Franklin,Gary Bauer,R,President,12,259
Licking,Gary Bauer,R,President,12,119
Delaware,George Bush,R,President,12,12948
Franklin,George Bush,R,President,12,23976
Licking,George Bush,R,President,12,8959
Delaware,John Mccain,R,President,12,7601
Licking,John Mccain,R,President,12,5284
Franklin,John Mccain,R,President,12,14493
Delaware,Steve Forbes,R,President,12,128
Licking,Steve Forbes,R,President,12,190
Franklin,Steve Forbes,R,President,12,419
Cuyahoga,Alan Keyes,R,President,13,115
Geauga,Alan Keyes,R,President,13,902
Lorain,Alan Keyes,R,President,13,852
Trumbull,Alan Keyes,R,President,13,158
Summit,Alan Keyes,R,President,13,275
Portage,Alan Keyes,R,President,13,361
Medina,Alan Keyes,R,President,13,1109
Cuyahoga,Gary Bauer,R,President,13,11
Geauga,Gary Bauer,R,President,13,114
Lorain,Gary Bauer,R,President,13,111
Medina,Gary Bauer,R,President,13,149
Summit,Gary Bauer,R,President,13,29
Trumbull,Gary Bauer,R,President,13,33
Portage,Gary Bauer,R,President,13,81
Cuyahoga,George Bush,R,President,13,1570
Geauga,George Bush,R,President,13,8231
Trumbull,George Bush,R,President,13,1550
Portage,George Bush,R,President,13,3726
Summit,George Bush,R,President,13,3286
Medina,George Bush,R,President,13,11495
Lorain,George Bush,R,President,13,11006
Cuyahoga,John Mccain,R,President,13,1378
Trumbull,John Mccain,R,President,13,1052
Summit,John Mccain,R,President,13,2823
Portage,John Mccain,R,President,13,3123
Medina,John Mccain,R,President,13,9529
Lorain,John Mccain,R,President,13,8526
Geauga,John Mccain,R,President,13,6543
Cuyahoga,Steve Forbes,R,President,13,16
Geauga,Steve Forbes,R,President,13,136
Medina,Steve Forbes,R,President,13,175
Portage,Steve Forbes,R,President,13,77
Trumbull,Steve Forbes,R,President,13,39
Summit,Steve Forbes,R,President,13,53
Lorain,Steve Forbes,R,President,13,195
Portage,Alan Keyes,R,President,14,444
Stark,Alan Keyes,R,President,14,29
Summit,Alan Keyes,R,President,14,2866
Portage,George Bush,R,President,14,3548
Stark,George Bush,R,President,14,285
Summit,George Bush,R,President,14,25711
Portage,John Mccain,R,President,14,3801
Stark,John Mccain,R,President,14,263
Summit,John Mccain,R,President,14,26022
Portage,Steve Forbes,R,President,14,102
Stark,Steve Forbes,R,President,14,4
Summit,Steve Forbes,R,President,14,491
Franklin,Alan Keyes,R,President,15,2820
Pickaway,Alan Keyes,R,President,15,20
Madison,Alan Keyes,R,President,15,227
Franklin,Gary Bauer,R,President,15,436
Madison,Gary Bauer,R,President,15,34
Pickaway,Gary Bauer,R,President,15,5
Franklin,George Bush,R,President,15,35388
Pickaway,George Bush,R,President,15,337
Madison,George Bush,R,President,15,3488
Franklin,John Mccain,R,President,15,23029
Madison,John Mccain,R,President,15,2006
Pickaway,John Mccain,R,President,15,177
Franklin,Steve Forbes,R,President,15,715
Madison,Steve Forbes,R,President,15,57
Pickaway,Steve Forbes,R,President,15,3
Ashland,Alan Keyes,R,President,16,511
Stark,Alan Keyes,R,President,16,2998
Wayne,Alan Keyes,R,President,16,757
Holmes,Alan Keyes,R,President,16,245
Knox,Alan Keyes,R,President,16,229
Ashland,Gary Bauer,R,President,16,81
Stark,Gary Bauer,R,President,16,455
Wayne,Gary Bauer,R,President,16,147
Knox,Gary Bauer,R,President,16,44
Holmes,Gary Bauer,R,President,16,36
Ashland,George Bush,R,President,16,5261
Stark,George Bush,R,President,16,27809
Wayne,George Bush,R,President,16,9186
Knox,George Bush,R,President,16,2258
Holmes,George Bush,R,President,16,2693
Ashland,John Mccain,R,President,16,2795
Holmes,John Mccain,R,President,16,965
Knox,John Mccain,R,President,16,1371
Stark,John Mccain,R,President,16,20535
Wayne,John Mccain,R,President,16,5138
Ashland,Steve Forbes,R,President,16,151
Holmes,Steve Forbes,R,President,16,51
Wayne,Steve Forbes,R,President,16,168
Knox,Steve Forbes,R,President,16,60
Stark,Steve Forbes,R,President,16,722
Columbiana,Alan Keyes,R,President,17,664
Mahoning,Alan Keyes,R,President,17,902
Trumbull,Alan Keyes,R,President,17,751
Columbiana,Gary Bauer,R,President,17,95
Trumbull,Gary Bauer,R,President,17,101
Mahoning,Gary Bauer,R,President,17,114
Columbiana,George Bush,R,President,17,7552
Mahoning,George Bush,R,President,17,9636
Trumbull,George Bush,R,President,17,7738
Columbiana,John Mccain,R,President,17,4503
Trumbull,John Mccain,R,President,17,5422
Mahoning,John Mccain,R,President,17,6504
Columbiana,Steve Forbes,R,President,17,200
Trumbull,Steve Forbes,R,President,17,165
Mahoning,Steve Forbes,R,President,17,211
Belmont,Alan Keyes,R,President,18,290
Columbiana,Alan Keyes,R,President,18,7
Guernsey,Alan Keyes,R,President,18,267
Jefferson,Alan Keyes,R,President,18,846
Morgan,Alan Keyes,R,President,18,149
Noble,Alan Keyes,R,President,18,105
Tuscarawas,Alan Keyes,R,President,18,456
Perry,Alan Keyes,R,President,18,125
Muskingum,Alan Keyes,R,President,18,436
Monroe,Alan Keyes,R,President,18,67
Licking,Alan Keyes,R,President,18,382
Harrison,Alan Keyes,R,President,18,106
Coshocton,Alan Keyes,R,President,18,254
Carroll,Alan Keyes,R,President,18,262
Belmont,Gary Bauer,R,President,18,26
Tuscarawas,Gary Bauer,R,President,18,54
Perry,Gary Bauer,R,President,18,19
Noble,Gary Bauer,R,President,18,21
Muskingum,Gary Bauer,R,President,18,54
Morgan,Gary Bauer,R,President,18,40
Monroe,Gary Bauer,R,President,18,15
Carroll,Gary Bauer,R,President,18,33
Coshocton,Gary Bauer,R,President,18,50
Harrison,Gary Bauer,R,President,18,12
Licking,Gary Bauer,R,President,18,76
Jefferson,Gary Bauer,R,President,18,26
Guernsey,Gary Bauer,R,President,18,27
Columbiana,Gary Bauer,R,President,18,2
Belmont,George Bush,R,President,18,2921
Tuscarawas,George Bush,R,President,18,4645
Perry,George Bush,R,President,18,2365
Noble,George Bush,R,President,18,1342
Muskingum,George Bush,R,President,18,6081
Morgan,George Bush,R,President,18,2063
Monroe,George Bush,R,President,18,732
Licking,George Bush,R,President,18,4901
Jefferson,George Bush,R,President,18,3351
Harrison,George Bush,R,President,18,1104
Guernsey,George Bush,R,President,18,2844
Coshocton,George Bush,R,President,18,3490
Columbiana,George Bush,R,President,18,83
Carroll,George Bush,R,President,18,2380
Belmont,John Mccain,R,President,18,1685
Tuscarawas,John Mccain,R,President,18,2592
Perry,John Mccain,R,President,18,1393
Noble,John Mccain,R,President,18,679
Muskingum,John Mccain,R,President,18,3625
Morgan,John Mccain,R,President,18,1340
Monroe,John Mccain,R,President,18,361
Carroll,John Mccain,R,President,18,1496
Columbiana,John Mccain,R,President,18,61
Harrison,John Mccain,R,President,18,558
Licking,John Mccain,R,President,18,3064
Jefferson,John Mccain,R,President,18,1871
Guernsey,John Mccain,R,President,18,1677
Coshocton,John Mccain,R,President,18,2206
Belmont,Steve Forbes,R,President,18,73
Perry,Steve Forbes,R,President,18,49
Noble,Steve Forbes,R,President,18,27
Muskingum,Steve Forbes,R,President,18,116
Morgan,Steve Forbes,R,President,18,71
Monroe,Steve Forbes,R,President,18,28
Licking,Steve Forbes,R,President,18,111
Jefferson,Steve Forbes,R,President,18,95
Harrison,Steve Forbes,R,President,18,42
Guernsey,Steve Forbes,R,President,18,64
Carroll,Steve Forbes,R,President,18,78
Columbiana,Steve Forbes,R,President,18,6
Tuscarawas,Steve Forbes,R,President,18,93
Coshocton,Steve Forbes,R,President,18,123
Ashtabula,Alan Keyes,R,President,19,725
Cuyahoga,Alan Keyes,R,President,19,1246
Lake,Alan Keyes,R,President,19,1644
Ashtabula,Gary Bauer,R,President,19,95
Cuyahoga,Gary Bauer,R,President,19,146
Lake,Gary Bauer,R,President,19,129
Ashtabula,George Bush,R,President,19,6103
Lake,George Bush,R,President,19,13151
Cuyahoga,George Bush,R,President,19,16345
Ashtabula,John Mccain,R,President,19,3874
Cuyahoga,John Mccain,R,President,19,14843
Lake,John Mccain,R,President,19,10445
Ashtabula,Steve Forbes,R,President,19,137
Lake,Steve Forbes,R,President,19,297
Cuyahoga,Steve Forbes,R,President,19,229
Adams,Alan Keyes,R,President,,114
Adams,Gary Bauer,R,President,,47
Adams,George Bush,R,President,,2786
Adams,John Mccain,R,President,,1099
Adams,Steve Forbes,R,President,,58
Allen,Alan Keyes,R,President,,1001
Allen,Gary Bauer,R,President,,109
Allen,George Bush,R,President,,13463
Allen,John Mccain,R,President,,3872
Allen,Steve Forbes,R,President,,107
Ashland,Alan Keyes,R,President,,451
Ashland,Gary Bauer,R,President,,48
Ashland,George Bush,R,President,,5511
Ashland,John Mccain,R,President,,2820
Ashland,Steve Forbes,R,President,,82
Ashtabula,Alan Keyes,R,President,,667
Ashtabula,Gary Bauer,R,President,,82
Ashtabula,George Bush,R,President,,6324
Ashtabula,John Mccain,R,President,,3890
Ashtabula,Steve Forbes,R,President,,86
Athens,Alan Keyes,R,President,,210
Athens,Gary Bauer,R,President,,23
Athens,George Bush,R,President,,2777
Athens,John Mccain,R,President,,1963
Athens,Steve Forbes,R,President,,41
Auglaize,Alan Keyes,R,President,,347
Auglaize,Gary Bauer,R,President,,55
Auglaize,George Bush,R,President,,5107
Auglaize,John Mccain,R,President,,2030
Auglaize,Steve Forbes,R,President,,54
Belmont,Alan Keyes,R,President,,276
Belmont,Gary Bauer,R,President,,18
Belmont,George Bush,R,President,,3015
Belmont,John Mccain,R,President,,1696
Belmont,Steve Forbes,R,President,,46
Brown,Alan Keyes,R,President,,130
Brown,Gary Bauer,R,President,,34
Brown,George Bush,R,President,,2923
Brown,John Mccain,R,President,,1418
Brown,Steve Forbes,R,President,,28
Butler,Alan Keyes,R,President,,1435
Butler,Gary Bauer,R,President,,209
Butler,George Bush,R,President,,28495
Butler,John Mccain,R,President,,16044
Butler,Steve Forbes,R,President,,259
Carroll,Alan Keyes,R,President,,241
Carroll,Gary Bauer,R,President,,26
Carroll,George Bush,R,President,,2451
Carroll,John Mccain,R,President,,1506
Carroll,Steve Forbes,R,President,,35
Champaign,Alan Keyes,R,President,,261
Champaign,Gary Bauer,R,President,,50
Champaign,George Bush,R,President,,4355
Champaign,John Mccain,R,President,,2670
Champaign,Steve Forbes,R,President,,64
Clark,Alan Keyes,R,President,,666
Clark,Gary Bauer,R,President,,109
Clark,George Bush,R,President,,10800
Clark,John Mccain,R,President,,6881
Clark,Steve Forbes,R,President,,195
Clermont,Alan Keyes,R,President,,732
Clermont,Gary Bauer,R,President,,82
Clermont,George Bush,R,President,,15141
Clermont,John Mccain,R,President,,9165
Clermont,Steve Forbes,R,President,,120
Clinton,Alan Keyes,R,President,,229
Clinton,Gary Bauer,R,President,,27
Clinton,George Bush,R,President,,4090
Clinton,John Mccain,R,President,,3073
Clinton,Steve Forbes,R,President,,41
Columbiana,Alan Keyes,R,President,,591
Columbiana,Gary Bauer,R,President,,57
Columbiana,George Bush,R,President,,7983
Columbiana,John Mccain,R,President,,4602
Columbiana,Steve Forbes,R,President,,127
Coshocton,Alan Keyes,R,President,,233
Coshocton,Gary Bauer,R,President,,30
Coshocton,George Bush,R,President,,3678
Coshocton,John Mccain,R,President,,2242
Coshocton,Steve Forbes,R,President,,66
Crawford,Alan Keyes,R,President,,332
Crawford,Gary Bauer,R,President,,35
Crawford,George Bush,R,President,,4174
Crawford,John Mccain,R,President,,1950
Crawford,Steve Forbes,R,President,,65
Cuyahoga,Alan Keyes,R,President,,4579
Cuyahoga,Gary Bauer,R,President,,457
Cuyahoga,George Bush,R,President,,56928
Cuyahoga,John Mccain,R,President,,53317
Cuyahoga,Steve Forbes,R,President,,579
Darke,Alan Keyes,R,President,,329
Darke,Gary Bauer,R,President,,62
Darke,George Bush,R,President,,6191
Darke,John Mccain,R,President,,3250
Darke,Steve Forbes,R,President,,137
Defiance,Alan Keyes,R,President,,216
Defiance,Gary Bauer,R,President,,23
Defiance,George Bush,R,President,,3393
Defiance,John Mccain,R,President,,1774
Defiance,Steve Forbes,R,President,,38
Delaware,Alan Keyes,R,President,,817
Delaware,Gary Bauer,R,President,,77
Delaware,George Bush,R,President,,13243
Delaware,John Mccain,R,President,,7704
Delaware,Steve Forbes,R,President,,92
Erie,Alan Keyes,R,President,,511
Erie,Gary Bauer,R,President,,53
Erie,George Bush,R,President,,5945
Erie,John Mccain,R,President,,4119
Erie,Steve Forbes,R,President,,62
Fairfield,Alan Keyes,R,President,,819
Fairfield,Gary Bauer,R,President,,134
Fairfield,George Bush,R,President,,15135
Fairfield,John Mccain,R,President,,8686
Fairfield,Steve Forbes,R,President,,200
Fayette,Alan Keyes,R,President,,118
Fayette,Gary Bauer,R,President,,16
Fayette,George Bush,R,President,,2649
Fayette,John Mccain,R,President,,1611
Fayette,Steve Forbes,R,President,,25
Franklin,Alan Keyes,R,President,,4211
Franklin,Gary Bauer,R,President,,360
Franklin,George Bush,R,President,,67844
Franklin,John Mccain,R,President,,41805
Franklin,Steve Forbes,R,President,,578
Fulton,Alan Keyes,R,President,,248
Fulton,Gary Bauer,R,President,,56
Fulton,George Bush,R,President,,4861
Fulton,John Mccain,R,President,,2431
Fulton,Steve Forbes,R,President,,57
Gallia,Alan Keyes,R,President,,164
Gallia,Gary Bauer,R,President,,30
Gallia,George Bush,R,President,,3288
Gallia,John Mccain,R,President,,1423
Gallia,Steve Forbes,R,President,,78
Geauga,Alan Keyes,R,President,,773
Geauga,Gary Bauer,R,President,,55
Geauga,George Bush,R,President,,8629
Geauga,John Mccain,R,President,,6710
Geauga,Steve Forbes,R,President,,65
Greene,Alan Keyes,R,President,,969
Greene,Gary Bauer,R,President,,88
Greene,George Bush,R,President,,14066
Greene,John Mccain,R,President,,9352
Greene,Steve Forbes,R,President,,114
